Device,Network Classification,Low Port,High Port,Protocol,Service,Boundary 1,Boundary 2,Boundary 3,Boundary 4,Boundary 5,Boundary 6,Boundary 7,Boundary 8,Boundary 9,Boundary 10,Boundary 11,Boundary 12,Boundary 13,Boundary 14,Boundary 15,Boundary 16,Comments,Scanner,Scanner Version,Credentialed?
WKS7-SOTERIA,,5355,,udp,llmnr?,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,7680,,tcp,unknown,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49673,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49675,,tcp,dce-rpc,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,49680,,tcp,unknown,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,54407,,udp,unknown,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
WKS7-SOTERIA,,58741,,udp,unknown,,,,,,,,,,,,,,,,,,ACAS / Nessus,10.10.1.202603040133,True
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
